,urls,authors,dates,headlines,contents
10,https://www.manilatimes.net/2021/03/09/news/manila-kicks-off-jabs-for-elderly-health-workers-with-astrazeneca/849426/,John Eric Mendoza,"March 9, 2021",Manila kicks off jabs for elderly health workers with AstraZeneca,"THE Manila City Government on Tuesday began the inoculation of elderly health care workers (HCWs) against the coronavirus disease 2019 (Covid-19) using AstraZeneca’s vaccine. Mayor Francisco “Isko Moreno”, together with vice Mayor Maria Shiela “Honey” Lacuna, led the kick off at the Ospital ng Maynila. As of Tuesday, some 336 elderly medical front liners have been inoculated with the AstraZeneca vaccine while 436 younger ones received CoronaVac, Domagoso said on social media. About 1,000 doses of the AstraZeneca vaccines were delivered to the city, Domagoso said. Domagoso said that “only when all senior citizen medical front liners are vaccinated with AstraZeneca could we give the vaccine to other HCWs,” Domagoso told reporters in Filipino during an ambush interview at the  Ospital ng Maynila. CoronaVac has not been recommended for medical staff who are 59 years old and above. Meanwhile, the city government has imposed a four-day lockdown on Barangay 351 and 725, which have 12 and 14 active cases respectively and on the Malate Bayview Mansion in Barangay 699 and the Hop Inn Hotel, which have 14 and 3. Under Executive Order 06, villages with more than 10 active infections will be put under lockdown starting on March 11 at 12:01 a.m. until March 14 at 11:59 p.m. Residents of the affected villages and establishments shall be strictly confined to their areas and are prohibited from going outside, except those who are health workers, utility workers, essential workers, barangay, police and military personnel, along with accredited media practitioners. “It is my obligation to protect everyone at all cost … we are serious with our lockdowns here in Manila,” the mayor added on social media. As of Tuesday, Manila has 29,444 cases, 988 of which are active; 27,639 recoveries; and 817 deaths."
11,https://www.manilatimes.net/2021/03/09/news/duterte-to-public-amid-rising-covid-19-cases-please-guard-yourself/849075/,Keith Calayag,"March 9, 2021",Duterte to public amid rising Covid-19 cases: ‘Please guard yourself’ ,"“You have only one life to live so please guard yourself,” The President said in his public address on Monday. Duterte said the number of Covid-19 cases in the country is increasing because of the public’s failure to follow health protocols. “Kasi noong mga holidays, dikit-dikit nga ang tao. Ito na ‘yong ngayon. Ito, ito na ngayon ang resulta, nagtaas na kasi you abandoned the protocols, that’s number one (During the holidays people were not observing social distancing. This is the result, cases increased because protocols were abandoned, that’s number one).” He also advised the public to listen to the government, especially the health department. “Put your trust on the advice of government people, especially if coming from the Secretary of Health,” he said. In his public address, Duterte also said the role of barangay (villages) in enforcing pandemic rules is crucial in addressing the spread of the virus. “Kung ginusto ng lahat ng mga barangay captains na magtrabaho, really work at it, baka talagang ma — well, decrease the number of transmission (If barangay captains will work at it, we will be able to reduce the number of cases).” The health department has recorded over 3,000 Covid-19 cases for four straight days since Friday. On Monday 3,356 new Covid-19 infections were recorded. This brings the total confirmed cases to 597,763."
12,https://www.manilatimes.net/2021/03/09/news/covid-19-cases-up-in-calabarzon-ncr-central-luzon/849008/,Keith Calayag,"March 9, 2021","Covid-19 cases up in Calabarzon, NCR, Central Luzon","Health Secretary Fransisco Duque 3rd recommended the deployment of more contact tracers in areas with the highest number of Covid-19 cases to address the rising infections in the country. Duque said virus cases increased in Cavite, Laguna, Batangas, Rizal and Quezon (Calabarzon), Central Luzon, Central Visayas and the National Capital Region (NCR). In Metro Manila, areas at critical risk are the cities of Pasay and Malabon. Those placed under high-risk classification are Navotas, Makati and San Juan cities. “‘Yun pong contact tracing dun po sa mga komunidad na meron na po talagang napakataas na bilang ng Covid cases — kinakailangan din po yung contact tracing, paigtingin (Contact tracing in communities with the highest number of Covid cases should be intensified),” Duque said. “Siguro mahalaga po na buhusan natin ng contact tracers dito po sa Pasay, Malabon, Navotas at Makati para po mas mabilis po nilang mahinto ang hawaan (I think it is important that we deploy more contact tracers in Pasay, Malabon, Navotas and Makati to immediately address the spread of the virus). We have to cut the chains of transmission and crush the clustering of cases,” Duque said. On Monday, the country had 3,356 new Covid-19 infections. This was the fourth day that the daily number of cases exceeded the 3,000 mark."
13,https://www.manilatimes.net/2021/03/09/news/regions/covid-19-cases-surge-in-cavite-governor/848975/,Dennis Abrina,"March 9, 2021",Covid-19 cases surge in Cavite – governor,"Silang, Cavite: Gov. Juanito Victor Remulla Jr. is concerned on the rising daily cases of Covid-19 in the province as well as in Metro Manila. On his social media account, the governor posted on Monday: “In the past days, in February, 2021, We used to have only nine to 15 cases a day in the whole province, now we are getting back to 60-130 cases per day.” Based on the Covid-19 bulletin released by the Provincial Information Office on March 7, Cavite has 21,129 total cases, 1,281 active cases with 94 new cases, 19,280 recovered patients and 571 deaths on record. “There are fears that the new Covid strain from the United Kingdom, Brazil and South Africa has spread,” Remulla said. Yesterday, the Department of Health recorded a total of 3,356 new cases throughout the country. Meanwhile, the chief executive of Noveleta, the smallest town in Cavite, is mulling the possibility of getting Covid-19 vaccines from the health department. Local Chief Executive Dino Reyes Chua said Noveleta has budgeted P10 million for the procurement of vaccines. Noveleta has a reported total of 333 Covid-19 cases, 15 active cases, 312 recovered and six deaths as of March 3, 2021."
14,https://www.manilatimes.net/2021/03/08/news/world/chinese-vaccines-a-key-weapon-against-covid-19/849081/,China Daily,"March 8, 2021",Chinese vaccines: A key weapon against COVID-19,
15,https://www.manilatimes.net/2021/03/08/news/covid-19-admissions-in-pgh-increase/848208/,John Eric Mendoza,"March 8, 2021",Covid-19 admissions in PGH increase,"There is a “steady increase” of coronavirus disease 2019 (Covid-19) patients being treated at the Philippine General Hospital (PGH). PGH spokesman Dr. Jonas del Rosario on Sunday told ABS-CBN News that the increase in Covid admissions prompted the hospital to suspend walk-in outpatient checkup. “Elective surgical procedures have been suspended temporarily while outpatient consultation should be done via telemedicine prior to face-to-face consultation,” del Rosario said. He noted that the 105 Covid-19 admissions were the “highest in four months.” The hospital typically has 60 Covid patients at any given time, he added. Del Rosario said with the uptick in Covid-19 cases, the PGH hopes to inoculate all of its 5,700 frontliners and support staff. More than 1,700 health workers have had a CoronaVac shot since the vaccine was rolled out at the hospital last week. St. Luke’s Medical Center also confirmed an increase in Covid admissions, but denied social media posts claiming that its intensive care units (ICUs) were already full. “Our Covid-19 ICU and wards still have not reached full capacity although we have noted an increase in the number of Covid-19 admissions these past several days,” the hospital said in a statement. It stressed that the numbers were at “manageable levels.”"
16,https://www.manilatimes.net/2021/03/08/news/regions/covid-19-cases-increase-in-bpo-firms-alarms-baguio/848230/,The Manila Times,"March 8, 2021",Covid-19 cases increase in BPO firms alarms Baguio,"BAGUIO CITY: The city government and business process outsourcing (BPO) companies here have agreed to adopt measures to address a current surge in Covid-19 cases in some of the call center firms. Data from the contact tracing operations center showed that since January this year, the city has had a total of 255 cases in various call center companies, the bulk of which was recorded this month. Mayor Benjamin Magalong, who recently called a meeting facilitated by concerned city government divisions said among the measures were for the companies to maintain strict adherence to health and safety protocols in all their activities. The companies were advised to revisit their safety measures and to adjust and innovate where it is needed to make them more apt and effective. They were also advised to adopt a moratorium on social activities. Moreover, the city sought more cooperation on their part in contact tracing operations even with the existence of their own CT teams. Testing will also be done using pooled methods and antigen while quarantine protocols will be improved to be more effective. It was also agreed that the companies will be subjected to random and surprise inspection by the city sanitation team. Other key agreements were for the call center companies to update their human resource database and to have their employees register with StaySafe and Baguio in my Pocket applications for easier contact tracing. Compliance with all the accords will be monitored by the City Mayor’s Office through the Permits and Licensing Division and the Management Information Technology Division and the City Health Services Office through the Sanitation Division. Clustering of cases in the BPO firms propelled the city’s Covid-19 daily case record to new highs. Cases shot up to 118 on March 3 and to 130 on March 4 as BPO cases were discovered during aggressive community testing. Magalong also on March 3 said more cases are expected as contact-tracing and expanded testing operations continue on the call center agents. In one company alone, a total of 500 were to undergo testing that day. GABY B. KEITH"
17,https://www.manilatimes.net/2021/03/07/news/ph-logs-3276-new-covid-19-cases/848164/,John Eric Mendoza,"March 7, 2021","PH logs 3,276 new Covid-19 cases","The Department of Health (DoH) reported 3,276 new cases of coronavirus disease 2019 (Covid-19) on Sunday, bringing the total to 594,412. The country’s positivity rate was at 9.2 percent. The department said that 36,043 cases were active. Also, 10,516 more patients survived the virus, for a total of 545,853 recoveries. However, 51 patients died, pushing the death toll to 12,516. The global cases of the respiratory disease have reached 116.5 million, including 2.5 million deaths, according to Johns Hopkins University Covid-19 case tracker."
18,https://www.manilatimes.net/2021/03/06/news/metro-lgus-lauded-for-fast-rollout-of-increased-confidence-in-vaccines-of-health-workers/848137/,Arlie O. Calalo,"March 6, 2021","Metro LGUs lauded for fast rollout of, increased confidence in vaccines of health workers","METRO Manila’s local government units (LGUs) have effectively and swiftly carried out the rollout and deployment of vaccines in their respective hospitals that led to increased confidence among medical frontliners. Undersecretary Bernardo Florece Jr., officer-in-charge of the Department of the Interior and Local Government (DILG), said in a statement that the LGUs’ preparation in coordination with the Department of Health (DoH) and compliance with the national deployment and vaccination plan played a key role in the success of the start of the roll-out. “A few days since the vaccination program began, we have seen the significant increase in vaccine confidence among health care workers with some hospitals even running out of stocks,” Florece said. “The local hospitals conducted town halls among their medical workers, conducted simulations, and did an inventory of their resources, so when the roll-out began, they were prepared and there were generally no hitches,” the DILG acting secretary added. Congratulating the LGUs for the good start, Florece said that the greater challenge will come in the next few months when inoculations will begin among the senior citizens and indigent groups. “But the LGUs have shown that it can be done properly and fast,” he said. LGU hospitals that were the first batch to begin inoculation include Pasig City General Hospital, San Ana Hospital, Pasay City General Hospital, Quezon City General Hospital, Taguig-Pateros District Hospital, Ospital ng Muntinlupa, Tondo Medical Center, Valenzuela Medical Center and Ospital ng Makati. In Parañaque City, the vaccination rollout commenced last Friday as 50 health workers from the Ospital ng Parañaque received their first dose of CoronaVac, the vaccine manufactured by China’s Sinovac Biotech. Among the first to get the jabs were hospital director Dr. Jefferson Pagsisihan and Parañaque’s chief of clinics Dr. Patrick Ismael Dela Cruz 2. Malabon City also started its vaccination rollout at the Ospital ng Malabon (OsMal) and the first to be vaccinated was OsMal chief Dr. Mitzi Tanchoco. Health workers in Caloocan City also got their jabs of Sinovac’s Covid-19 vaccine as the vaccination rollout commenced at the Caloocan City Medical Center where a total of 149 health workers agreed to get vaccinated. In Makati City, the local government said that its 300 doses of Sinovac vaccine were all administered to health workers of the Ospital ng Makati (OsMak) with the hospital director, Dr. Vergel Binay, being the first health worker to be administered the vaccine. Mandaluyong City Medical Center, Navotas City Hospital, Novaliches District Hospital, San Juan Medical Center have also begun their inoculations. All Level 3 and Level 2 LGU Hospitals in Metro Manila have also begun the vaccination rollout among health care workers, the DILG said."
19,https://www.manilatimes.net/2021/03/06/news/galvez-covid-19-vaccines-delivered-in-march-april-still-for-health-workers/847924/,"Catherine S. Valente, TMT","March 6, 2021","Galvez: Covid-19 vaccines delivered in March, April still for health workers","IN a bid to protect and preserve the country’s health care system amid the health crisis, vaccine czar Carlito Galvez Jr. assured the public that all jabs for the coronavirus disease 2019 (Covid-19) to be delivered this March and April would be “specifically allocated” to health care workers. In a statement, Galvez said the government would prioritize health workers in its vaccination efforts until two million of them have received shots to protect them from the virus. “All vaccine supplies that we have received and will be delivered this month are specifically allocated to all health care workers from all regions across the country,” Galvez said. “Initial deliveries for April will also follow this allocation until we have completely inoculated nearly two million individuals under this sector,” he added. Galvez made the statement as he assured the public that the priority framework of the vaccination rollout of the Covid-19 jabs would be strictly followed. He explained that due to the limited supply of vaccines and recommendation of the National Immunization Technical Advisory Group, along with the directive of President Rodrigo Duterte, the allocation of Covid-19 jabs should follow the priority framework issued by the country’s inter-agency task force focused on the coronavirus response. “The framework prioritizes medical frontliners and healthcare workers to be followed by our senior citizens and other sectors. This prioritization primarily ensures that we will be able to protect and preserve our healthcare system as we continue to battle this pandemic,” he said. Galvez said the prioritization of health care workers was emphasized by the World Health Organization (WHO) as part of the Philippines’ agreement in procuring 44 million doses of Covid-19 shots from the Covax Facility, an initiative focused to provide equitable access to vaccines and which the agency is a leader of. On Thursday, a total of 487,200 doses of the Covid-19 vaccine developed by Oxford University and British-Swedish pharmaceutical firm AstraZeneca arrived in the country. The WHO said that 4.5 million doses of AstraZeneca’s vaccine would arrive in the country in batches before the end of May. “All the doses from Covax must first be administered to the agreed upon priority groups starting with health care workers . Giving the vaccines to other sectors when not all health care workers have been vaccinated will jeopardize succeeding deliveries from Covax,” Galvez said. Succeeding sectors in the priority list, including those who will participate in boosting public trust in the vaccination campaign, will be served once the country receives the vaccine supplies for the second and third quarters of the year, according to Galvez. “We remind our countrymen especially our co-workers in government that in these trying times, it is our moral obligation to ensure that our healthcare system is protected and will be able to withstand possible spikes in Covid-19 cases,” Galvez said. “By respecting and following the priority framework, we will be able to reduce Covid-19 morbidity and mortality, protect the populations most at-risk to the disease, slow down the transmission rate, and minimize social and economic disruptions. We need to preserve our healthcare institution,” he added. Galvez thanked government officials, civil society organizations, and other personalities for volunteering to get inoculated in public to boost the people’s trust and confidence in the Covid-19 vaccination campaign. “We value your support and appreciate your intention to help us boost the people’s confidence in the vaccines even as volunteering to take the jab in public,” the vaccine czar said. “Indeed, seeing our leaders getting inoculated will significantly affect the perception and decision of our countrymen on the vaccine program,” he added. Amid the continued rise in coronavirus cases, the government is targeting to give free inoculations to 70 million Filipinos to reach herd immunity. Meanwhile, one million doses of Covid-19 vaccines from Sinovac that the Philippines purchased will arrive in the third week of March. The Covid-19 vaccines from Pfizer under the Covax facility may arrive in the country in April. The first batch of 20 million doses of Moderna Covid-19 vaccines will arrive in the Philippines by June."
20,https://www.manilatimes.net/2021/03/06/opinion/columnists/topanalysis/how-a-changing-virus-is-reshaping-scientists-views-on-covid-19/847781/,Yen Makabenta,"March 6, 2021",How a changing virus is reshaping scientists’ views on Covid-19,"First word
REUTERS posted on March 3 a must-read report on the pandemic that surveys how virus variants are impacting the views of scientists on Covid-19, and the vaccine rollout in various countries. As reported by Julie Steenhuysen and Kate Kelland, Reuters provides a revealing update on the battle between scientists and SARS-CoV-2 and its variants. I reproduce their report in full: “Chris Murray, a University of Washington disease expert whose projections on Covid-19 infections and deaths are closely followed worldwide, is changing his assumptions about the course of the pandemic. “Murray had, until recently, been hopeful that the discovery of several effective vaccines could help countries achieve herd immunity, or nearly eliminate transmission through a combination of inoculation and previous infection. But in the last month, data from a vaccine trial in South Africa showed not only that a rapidly spreading coronavirus variant could dampen the effect of the vaccine, [but] it could also evade natural immunity in people who had been previously infected. “‘I couldn’t sleep’ after seeing the data, Murray, director of the Seattle-based Institute for Health Metrics and Evaluation, told Reuters. ‘When will it end?’ he asked himself, referring to the pandemic. He is currently updating his model to account for variants’ ability to escape natural immunity and expects to provide new projections as early as this week. New consensus
“A new consensus is emerging among scientists, according to Reuters interviews with 18 specialists who closely track the pandemic or are working to curb its impact. Many described how the breakthrough late last year of two vaccines with around 95 percent efficacy against Covid-19 had initially sparked hope that the virus could be largely contained, similar to the way measles has been. “But, they say, data in recent weeks on new variants from South Africa and Brazil have undercut that optimism. They now believe that SARS-CoV-2 will not only remain with us as an endemic virus, continuing to circulate in communities, but will likely cause a significant burden of illness and death for years to come. “As a result, the scientists said, people could expect to continue to take measures such as routine mask-wearing and avoiding crowded places during Covid-19 surges, especially for people at high risk. “Even after vaccination, ‘I still would want to wear a mask if there was a variant out there,’ Dr. Anthony Fauci, chief medical advisor to US President Joe Biden, said in an interview. ‘All you need is one little flick of a variant (sparking) another surge, and there goes your prediction’ about when life gets back to normal. “Some scientists, including Murray, acknowledge that the outlook could improve. The new vaccines, which have been developed at record speed, still appear to prevent hospitalizations and death even when new variants are the cause of infection. Many vaccine developers are working on booster shots and new inoculations that could preserve a high level of efficacy against the variants. And scientists say there is still much to be learned about the immune system’s ability to combat the virus. “Already, Covid-19 infection rates have declined in many countries since the start of 2021, with some dramatic reductions in severe illness and hospitalizations among the first groups of people to be vaccinated. Worse than flu
“Murray said if the South African variant, or similar mutants, continue to spread rapidly, the number of Covid-19 cases resulting in hospitalization or death this coming winter could be four times higher than the flu. The rough estimate assumes a 65 percent effective vaccine given to half of a country’s population. In a worst-case scenario, that could represent as many as 200,000 US deaths related to Covid-19 over the winter period, based on federal government estimates of annual flu fatalities. “His institute’s current forecast, which runs to June 1, assumes there will be an additional 62,000 US deaths and 690,000 global deaths from Covid-19 by that point. The model includes assumptions about vaccination rates as well as the transmissibility of the South African and Brazilian variants. “The shift in thinking among scientists has influenced more cautious government statements about when the pandemic will end. Britain last week said it expects a slow emergence from one of the world’s strictest lockdowns, despite having one of the fastest vaccination drives. “US government predictions of a return to a more normal lifestyle have been repeatedly pushed back, most recently from late summer to Christmas, and then to March 2022. Israel issues “Green Pass” immunity documents to people who have recovered from Covid-19 or been vaccinated, allowing them back into hotels or theaters. The documents are only valid for six months because it’s not clear how long immunity will last. “‘What does it mean to be past the emergency phase of this pandemic?’ said Stefan Baral, an epidemiologist at the Johns Hopkins School of Public Health. While some experts have asked whether countries could completely eradicate any case of Covid-19 through vaccines and stringent lockdowns, Baral sees the goals as more modest, but still meaningful. ‘In my mind, it’s that hospitals aren’t full, the ICUs aren’t full, and people aren’t tragically passing,’ he said. Scientific whiplash
“From the beginning, the new coronavirus has been a moving target. “Early in the pandemic, leading scientists warned that the virus could become endemic and ‘may never go away,’ including Dr. Michael Ryan, head of the World Health Organization’s emergencies program. “Yet they had much to learn, including whether it would be possible to develop a vaccine against the virus and how quickly it would mutate. Would it be more like measles, which can be kept almost entirely at bay in communities with high rates of inoculation, or flu, which infects millions globally each year? “For much of 2020, many scientists were surprised and reassured that the coronavirus had not changed significantly enough to become more transmissible, or deadly. “A major breakthrough came in November 2020. Pfizer Inc and its German partner BioNTech SE as well as Moderna Inc said their vaccines were around 95 percent effective at preventing Covid-19 in clinical trials, an efficacy rate that is much higher than any flu shot. “At least a few of the scientists Reuters interviewed said even in the wake of those results, they hadn’t expected the vaccines to wipe out the virus. But many told Reuters that the data raised hope within the scientific community that it would be possible to virtually eliminate Covid-19, if only the world could be vaccinated quickly enough. “‘We all felt quite optimistic before Christmas with those first vaccines,’ said Azra Ghani, chair in infectious disease epidemiology at Imperial College London. ‘We didn’t necessarily expect such high-efficacy vaccines to be possible in that first generation.’ “The optimism proved short-lived. In late December, the UK warned of a new, more transmissible variant that was quickly becoming the dominant form of the coronavirus in the country. Around the same time, researchers learned of the impact of the faster-spreading variants in South Africa and in Brazil. “Phil Dormitzer, a top vaccine scientist at Pfizer, told Reuters in November that the US drugmaker’s vaccine success signaled the virus was ‘vulnerable to immunization’ in what he called ‘a breakthrough for humanity.’ By early January, he acknowledged the variants heralded ‘a new chapter’ in which companies will have to constantly monitor for mutations that could dampen the effect of vaccines. “In late January, the impact on vaccines became even clearer. Novavax’s clinical trial data showed its vaccine was 89 percent effective in a UK trial, but just 50 percent effective at preventing Covid-19 in South Africa. That was followed a week later by data showing the AstraZeneca PLC vaccine offered only limited protection from mild disease against the South African variant. “The most recent change of heart was considerable, several of the scientists told Reuters. Shane Crotty, a virologist at the La Jolla Institute for Immunology in San Diego, described it as ‘scientific whiplash’: In December, he had believed it was plausible to achieve so-called ‘functional eradication’ of the coronavirus, similar to measles. “Now, ‘getting as many people vaccinated as possible is still the same answer and the same path forward as it was on December 1 or January 1,’ Crotty said, ‘but the expected outcome isn’t the same.’” My only comment on this is that the cost of vaccinating 50 to 70 percent of a country’s population is unrealistic and prohibitive, particularly if its economy has been shattered by the pandemic and the lockdowns. Vaccinating all humanity must wait until pharmaceutical companies can produce as many vaccines as there are people. Economists must take the field as resolutely as the scientists. yenobserver@gmail.com"
