,urls,authors,dates,headlines,contents,news_agency
75,https://www.philstar.com/headlines/2021/02/24/2079955/experts-need-ensure-covid-19-vaccine-safety-efficacy,Christina Mendez,2021-02-24,"‘Experts need to ensure COVID-19 vaccine safety, efficacy’","MANILA, Philippines — Sen. Bong Go yesterday stressed the need for experts to ensure the safety and efficacy of COVID-19 vaccines to allay fears and help improve public confidence in the National COVID-19 Vaccine Roadmap, while emphasizing that government authorities are doing their best to secure sufficient supply of vaccines for the country.In a statement, Go also urged experts, such as those in the Food and Drug Administration (FDA), to provide clear explanations to the public on the steps and precautions being taken to ensure that lives will be protected when the vaccine program is rolled out.“Plans and decisions must be carefully explained to heighten public trust and allay fears on the vaccines. Let us not disregard our fellowmen who do not know where to get vaccine or those who don’t even know what and for where these vaccines are,” he said in Filipino as a reminder to authorities.The senator also appealed to the public to trust health experts and rely on credible sources of information to be aware and to fully understand why vaccination is crucial in overcoming the pandemic toward full recovery.“Let us trust our government because it is doing everything to protect the lives of every Filipino,” he said.Meanwhile, Go is asking for an explanation from the FDA on its decision to not recommend the use of China’s Sinovac vaccine on medical frontliners.In an ambush interview right after he distributed assistance to market and ambulant vendors in Baclaran, Parañaque City, the senator said FDA director general Eric Domingo should explain to the public why they have to set such conditions and why they choose the type of vaccines that will be used by health workers.“I will ask FDA director general Eric Domingo why there are such conditions. This must be cleared before the public to avoid confusion or fear among the people on why vaccines are chosen,” he said.Go’s statement came after Domingo disclosed that they have approved the emergency use authorization (EUA) of Sinovac vaccines in the Philippines, but would not recommend the use of this brand on medical frontliners due to its lower efficacy rate of 50.4 percent, based on clinical trials worldwide.National Task Force against COVID-19 (NTF) chief implementer and vaccine czar Carlito Galvez Jr. earlier said a total of 600,000 doses of Sinovac vaccines would be donated to the Philippines by the Chinese government. The Philippines also plans to buy more doses from Sinovac on top of what will be donated.While awaiting the vaccine rollout, Go reminded the public to remain vigilant, cooperate with authorities and trust that the government is doing everything it can to overcome the ongoing health crisis.He also appealed for understanding from the public for the difficulties encountered in securing the arrival of COVID-19 vaccines and emphasized that the government is doing its best to fast-track the procurement of the vaccines.“The government is doing everything, Secretary Galvez is doing everything. The problem here is the supply of vaccines all over the world,” Go said.Barring any hitches, the government remains hopeful that the over 500,000 Sinovac vaccines from China will be arriving in the country three to five days after the FDA granted the EUA of the Chinese vaccine manufacturer.Cabinet Secretary Karlo Nograles made the announcement after the government missed its original schedule of arrival for the Sinovac vaccines yesterday.The Inter-Agency Task Force for the Management of Emerging Infectious Diseases, along with the National Immunization Technical Advisory Group, has been assured of the vaccines’ arrival shortly after the issuance of the EUA. – Sheila Crisostomo, Cecille Suerte Felipe, Michael Punongbayan",Philstar
76,https://www.philstar.com/headlines/2021/02/24/2079963/city-mayors-unveil-local-vaccine-plans,None,2021-02-24,City mayors to unveil local vaccine plans,"MANILA, Philippines — Four city mayors are scheduled to present their local COVID-19 vaccine plans at a webinar entitled “Getting Cities Ready for the Vaccines” today at 3 p.m.League of Cities of the Philippines president and Bacolod City Mayor Bing Leonardia, LCP vice president and Quezon City Mayor Joy Belmonte, LCP PRO and Ormoc City Mayor Richard Gomez and Makati City Mayor Abby Binay will discuss how their LGUs are working to build public acceptance for COVID vaccines and allocate shots equitably among their residents.The webinar is organized by the Liveable Cities Challenge together with the LCP and Globe Telecom. It is part of a series of online sessions that aims to gear up cities with insights to design better solutions for their communities in the new normal.Leonardia, who also heads the LCP, expressed his excitement about the event.“We are thrilled to share the progress our cities have made after being in talks and signing agreements with vaccine manufacturers,” he said.The mayor added: “The event is very timely since this gives me and my fellow mayors at the LCP a chance to show that city LGUs are doing their part to support the government. I have been advocating for teamwork between the national and local in implementing the largest vaccination program in the country and we will show in tomorrow’s event that we walk the talk.”Together with other local chief executives at the LCP, Leonardia was at the forefront of advocating for a more active role of cities in vaccine procurement and deployment.The LCP recently lauded President Duterte’s directive to allow LGUs to increase their advanced payments for COVID vaccines beyond the limit set by government procurement rules. This was after it made an appeal to the Palace by way of a resolution adopted by 117 cities in the country.",Philstar
77,https://www.philstar.com/headlines/2021/02/23/2079890/why-sinovac-vaccine-isnt-medical-workers-senior-citizens-despite-fda-approval,None,2021-02-23,"Why the Sinovac vaccine isn't for medical workers, senior citizens despite FDA approval","MANILA, Philippines — The grant of Emergency Use Approval to Chinese drugmaker Sinovac while not recommending it for use by health workers and the elderly has stirred up questions and criticism over the move.The Food and Drug Administration cleared the jabs this week for use on ""clinically healthy"" individuals between 18 to 59-year-olds after experts' reviews an trials that showed an 65.3% efficacy rate in Indonesia and 91.25% in Turkey.Related StoriesPhilippines OKs Sinovac COVID-19 vaccine for emergency useBut the exception for health workers has raised concerns over the jabs really work and are really safe.FDA chief Eric Domingo, in announcing the grant of the EUA, said Sinovac ""is not the most ideal vaccine"" for medical personnel because they are constantly exposed to the risk of virus transmissionAccording to trials in Brazil involving health workers who have had interaction with COVID-19 patients, the jabs yielded only a 50.4% efficacy. The rating was only slightly higher than the World Health Organization's threshhold for deciding on vaccine use.Efficacies of same vaccine vary depending on test group This was backed by Dr. Rontgene Solante, an infectious diseases expert at the San Lazaro Hospital in Manila.Speaking to ONE News' ""The Chiefs"" on Monday night, he explained that vaccines have different efficacies depending on the group of individuals it was tested on. ""In this particular study (Brazil), they found out that the efficacy among these high-risk health workers is really low,"" he said. ""That's the beauty of a Phase 3 clinical trial, you will be able to know and look at [the] efficacy of the vaccines in different target population.""The clinical trials in Jakarta and Ankara involved volunteers from various fields, while the one in Brasilia was concentrated on medical personnel. Solante said the 50.4% efficacy was from a study focused on high-risk health workers who face different levels of exposure than regular people do.""If you are a frontliner and you are seeing patients... perhaps your risk could be at 50 to 60%,"" Solante said partly in Filipino. ""But if you are in the general population and not working in a hospital, your risk is really lower than that of health workers.""Hospital personnel are at the top of government's priority list to be vaccinated for the coronavirus, followed by senior citizens, the indigenous and marginalized as well as the police and military.Already, the Philippines is set to receive some 600,000 doses of Sinovac as a donation from Beijing, while the administration has signed a term sheet with the company for 25 million more doses.'Trust the experts'The arrival of other brands of vaccines, however, is facing significant delays particularly the 117,000 doses of Pfizer and 5.5 million of AstraZeneca from the COVAX facility.""We are placing our health workers and elderly people at further risk every day in the delay of the vaccine procurement,"" said Rep. Carlos Zarate (Bayan Muna party-list). ""This dilly-dallying affects not only our economy but also the very lives of our people.""House Minority Leader Joseph Stephen Paduano (Abang Lingkod party-list) warned too that the FDA's approval of Sinovac for emergency use while advising against its use on health workers and senior citizens has further ""eroded public trust and confidence in inoculation.""Paduano sought clarification from health authorities on the issue. In a television interview, Dr. Lulu Bravo, who is the executive director of the Philippine Foundation for Vaccination, stressed that experts have studied vaccines they have granted EUAs for.""It is the vaccine experts who really looked and investigated all the studies,"" she told ""Headstart"" on ANC. ""[They] were there, they really looked at the data and as I have always mentioned, we have to trust the experts.""Aside from securing the jabs amid a global race, the Philippines has had to struggle with ramping up the public's trust on getting vaccinated once the doses arrive.It came after a Pulse Asia survey in January revealed that 47% said they would not be inoculated with most of them concerned on its safety.Adding to doubts on Sinovac is criticism of the government for seeming to favor the Chinese-made jabs over others that have reported higher efficacy rates.To date, Sinovac has yet to submit its Phase 3 clinical trial data to medical journals for peer review, unlike its competitors Pfizer, AstraZeneca and Moderna.Despite the concerns, Bravo maintained that the ""best vaccine is the one that will be available to you [that] is approved by the experts.""""I have seen how they have discussed and painfully debate all the issues that are here,"" she said. ""It is not easy to have to make the decision, but these decisions are made by experts, by people who have poured and looked at the data."" — with reports from Gaea Katreena Cabico",Philstar
78,https://www.philstar.com/headlines/2021/02/23/2079867/covid-19-vaccine-indemnity-fund-clears-congress,Xave Gregorio,2021-02-23,COVID-19 vaccine indemnity fund clears Congress,"MANILA, Philippines — The bill which creates a P500-million fund to compensate people who experience adverse effects due to coronavirus vaccines has cleared both houses of Congress, with the Senate approving the measure in a 22-0 vote a day after the House of Representatives passed a similar proposal.Senate Bill No. 2057 seeks to earmark P500 million from the contingent fund in the 2021 national budget to augment the funds of the Philippine Health Insurance Corp.Related StoriesBills creating indemnity fund for COVID-19 jabs certified urgentHouse passes bill to expedite COVID-19 vaccine purchase, create indemnity fundIt also seeks to grant public officers, their employees, contractors and volunteers who are duly authorized to carry out the COVID-19 vaccination program immunity from suit arising from claims out of the administration or use of coronavirus shots, unless the claim is brought about by willful misconduct.The administration of President Rodrigo Duterte pushed for the speedy passage of this proposal, as vaccine manufacturers were seeking legal cover from any liability arising from lawsuits over adverse reactions due to the shots, which government officials attributed to the scandal surrounding the dengue vaccine Dengvaxia.While it has passed both chambers of Congress, lawmakers would still have to thresh out differences between the bills passed by the House and the Senate in a bicameral conference committee before sending this to Duterte for his approval. This would take some time, so a house of Congress can also opt to simply adopt the other chamber’s version.Government officials blamed the lack of an indemnity law and agreements with vaccine manufacturers for the delay of what could have been the first shipments of coronavirus jabs from drugmakers Pfizer and AstraZeneca through the World Health Organization-led COVAX facility.Faster procurementProponents of the measure said the passage of the bill will speed up the procurement of coronavirus vaccines as it seeks to break down what Sen. Sonny Angara called “regulatory barriers.”Among these is the provision which allows the Department of Health and the National Task Force Against COVID-19 (NTF) to buy COVID-19 vaccines and the necessary supplies for its storage, transport and deployment through negotiated procurement instead of public bidding.It also allows local government units to buy COVID-19 vaccines through a tripartite agreement with the national government and the supplier of the shot. Private entities may also purchase their own vaccines through the same way.The bill also provides that COVID-19 vaccines and the necessary supplies will be exempted from customs duties, value-added tax, excise tax, donor’s tax and other fees and charges.It also directs the DOH to issue a vaccine passport to all Filipinos which would contain basic personal information, the COVID-19 vaccine given to them, and the health facility where the shot was received.The bill initially suggested that those who have completed COVID-19 immunization may be granted perks, but this was dropped in the final measure.",Philstar
79,https://www.philstar.com/headlines/2021/02/23/2079839/govt-submission-requirements-arrival-date-astrazeneca-jabs-may-be-set-week,None,2021-02-23,"With gov't submission of requirements, arrival date for AstraZeneca jabs may be set this week","MANILA, Philippines — The delivery date of coronavirus vaccines developed by British-Swedish firm AstraZeneca to the Philippines may be finalized this week, the World Health Organization said Tuesday.This, after the Philippine government met all the requirements to receive AstraZeneca jabs from the WHO-led COVAX facility.Related StoriesPhilippines signs indemnity agreement with COVID-19 vaccine manufacturers“I understand the Department of Health supplied all letters necessary to COVAX initiative to access early rollout of AstraZeneca vaccines. My understanding is there’s no requirement in the case of AstraZeneca for further exchange of letters between the manufacturer and the Philippines,” said Rabindra Abeyashinge, WHO country representative.The Philippines is expected to receive around 5.5 million to 9.2 million doses of the AstraZeneca vaccine this year.“What we're looking at now is accelerating the delivery of AstraZeneca vaccines at least a part of the shipment to the Philippines,” he said. The WHO official also said the “impasse” between the Philippines and American vaccine manufacturer Pfizer on the delivery of much awaited COVID-19 shots may be resolved soon after the government received a side letter from the drugmaker. A side letter is a document used as a supplementary to a contract.“We believe that within the day today or tomorrow or whenever the legal teams have cleared those documents, we will see a resolution of that impasse and maybe there will be room to hear about when potential vaccine deliveries can happen,” Abeyasinghe said.Three vaccines have been approved for emergency use in the Philippines—Pfizer-BioNTech, AstraZeneca and Sinovac—but so far none have been delivered and the government is under criticism over the delayed vaccine rollout.Officials said the delivery of 117,000 doses of vaccines developed by Pfizer-BioNTech faced delays due to requirements such as indemnification.‘No link to Dengvaxia’Abeyasinghe also said the requirement of COVID-19 vaccine manufacturers for the Philippines to submit indemnification agreements is not connected to the country’s experience with Dengvaxia.Last week, vaccine czar Carlito Galvez said drugmakers were concerned with the country’s previous experiences with anti-dengue vaccine Dengvaxia. The government submitted indemnification agreements to access vaccine doses through the COVAX facility.But Abeyasinghe clarified that the “requirements and the standard agreements are common to all countries.”“They’re not specific to the Philippines and they’re not related to any issue that happened in the country relating to Dengvaxia or anything else,” Abeyasinghe said.“The indemnification clause is something manufacturers are demanding from every country irrespective of whether they are buying from manufacturers or whether they are receiving vaccines through the COVAX facility or some other mechanism,” he added.The controversy was highly politicized despite the lack of conclusive evidence that the vaccine developed by French firm Sanofi Pasteur caused the deaths of children inoculated with it during the previous administration.The fiasco also eroded public trust in life-saving vaccines. A survey of pollster Pulse Asia released last month showed nearly half of Filipinos would opt out of inoculation. — Gaea Katreena Cabico",Philstar
80,https://www.philstar.com/headlines/2021/02/23/2079750/vaccine-suppliers-eua-may-start-phase-3-trials,Rainier Allan Ronda,2021-02-23,Vaccine suppliers with EUA may start phase 3 trials,"MANILA, Philippines — Having secured emergency use authorization or EUA for their respective vaccines, COVID-19 vaccine suppliers will most likely proceed with Phase 3 clinical trials in the country to gain a certificate of product registration from the Food and Drug Administration (FDA) that would allow them to commercially distribute their vaccines.Dr. Jaime Montoya, executive director of the Department of Science and Technology-Philippine Council for Health Research and Development (PCHRD), said that vaccine developers Sinovac, Clover Biopharmaceuticals and Janssen Pharmaceuticals have already been greenlighted by the DOST and FDA and are seen to still push through with the trials.Montoya said that Janssen has started clinical trials.“From what I know, it will push through. Because we must keep in mind that even though they already have an emergency use authorization, their clinical trials must continue, and they need to finish their phase 3 clinical trial for them to be issued a certificate of product registration or full marketing authorization,” Montoya said in Filipino at a Laging Handa virtual press briefing yesterday.Meanwhile, the DOST-PCHRD is open to providing support to the research and development of US-based molecular biologist and Catholic priest Fr. Nicanor Austriaco on a cheaper, yeast-based vaccine for COVID-19.Montoya said they have learned about the Austriaco R&D on a yeast-based vaccine for COVID-19, which was welcomed as good news.“This means we Filipinos are also helping in the discovery of new vaccines and we are not just waiting on those being developed in other countries,” Montoya said.Montoya said that Austriaco has not yet approached the DOST for any possible assistance or collaboration.Austriaco is based in Providence College in Rhode Island where he is a professor of theology and biology.He is currently leading the University of Santo Tomas COVAX Vaccine Awareness Team and sits as a member-researcher of the OCTA research team.",Philstar
81,https://www.philstar.com/headlines/2021/02/23/2079764/nurses-vaccines-philippines-talks-uk-germany,Mayen Jaymalin,2021-02-23,"Nurses for vaccines: Philippines in talks with UK, Germany","MANILA, Philippines — The Department of Labor and Employment (DOLE) is negotiating to secure at least 600,000 COVID vaccines from the United Kingdom and Germany for departing and displaced overseas Filipino workers (OFWs).Alice Visperas, DOLE international labor affairs bureau director, said at a virtual briefing yesterday that Labor Secretary Silvestre Bello III has asked the governments of both countries to provide the Philippines with vaccines in exchange for the deployment of more Filipino health care workers (HCWs).She noted that Bello had informed the two countries that the Philippine government is considering to grant them exemption from the deployment cap if they would agree to the agency’s requests, which include renewal of previous bilateral agreements providing protection for OFWs.Both Germany and the UK have been seeking exemption from the government’s existing cap in the deployment of nurses and other HCWs abroad to ensure a sufficient supply of health care professionals in the Philippines during the pandemic. The HCWs, particularly nurses, are highly in demand in European countries due to the aging population.While DOLE is still waiting for feedback, Visperas is optimistic that the requests will be granted. The UK government, she said, is expected to send a response within the week.If the UK and Germany will agree to provide vaccines, DOLE will use them for OFWs who were displaced by the pandemic as well as those who will be going back abroad, she added.Visperas explained that Bello wanted to secure the vaccines for OFWs because vaccination is now becoming a common requirement for entering foreign migrants.Some Philippine Overseas Labor Offices (POLOs) reported that a number of destination countries for OFWs are no longer accepting migrants not vaccinated against COVID, she said.Based on DOLE data, over 570,000 OFWs were displaced by the pandemic, thus the need to secure at least 600,000 vaccines from UK and Germany.Meanwhile, the country’s discussions with Russia on the possible purchase of COVID-19 vaccines are now at a “very advanced stage,” said Manila’s envoy to Moscow Ambassador Carlos Sorreta.He noted that the vaccines would be acquired through a government-to-government commercial agreement and not through donation because the Duterte administration is ready to pay for the COVID-19 shots.“Our discussions on a technical level with Russia are in a very advanced stage. Right now, we are waiting for additional information, technical data being sought by the Philippines. Once it is obtained, I think that’s the final step for our FDA (Food and Drug Administration) to make a decision,” Sorreta said at a press briefing.“And once they make a decision, the Russian side is ready to sit down and sign, which they have done already with 30 countries, and there are 50 other counties lined up. So I think that’s the next step… If we make a decision soon and give the approval, I think the vaccines can come in a fairly quick amount of time,” he added.He noted that it is hard to give a timeline for the procurement but the Philippines is constantly following up on the information it is seeking from Russia.Russia has offered to supply the Philippines Sputnik V vaccines developed by Gamaleya Research Institute. Sorreta said the Russian vaccine is available commercially in that country and some Filipinos have availed themselves of it.“If you go to a private doctor, you can avail of it... Aside from medical centers in our areas, they set up vaccination facilities in the malls. Filipinos frequent malls and perhaps after shopping or eating at the food court, they drop by the vaccination center,” the envoy said. – Alexis Romero",Philstar
82,https://www.philstar.com/headlines/2021/02/23/2079769/house-approves-vaccine-indemnification-fund,Delon Porcalla,2021-02-23,House approves vaccine indemnification fund,"MANILA, Philippines — Voting 225 with six abstentions, the House of Representatives approved on third and final reading House Bill 8648 (Emergency Vaccine Procurement Act), which expedites vaccine procurement and allocates P500 million as compensation for persons who may suffer adverse effects of COVID-19 vaccines.Lawmakers yesterday overwhelmingly voted in favor of the bill authored by Speaker Lord Allan Velasco and certified urgent by President Duterte. The measure allows local governments to purchase vaccines in advance, expediting the procurement process.Local government units have been allowed to accept donations from the private sector or purchase an equivalent of 50 percent of their total population, but they are not authorized to buy from vaccine dealers except from direct manufacturers.Meanwhile, the private sector has to deal with either the Department of Health or the National Task Force, for which such vaccines can only be administered to their employees and should not be sold commercially.Public officials, employees, contractors, volunteers and representatives of the private sector will also be exempt from any liability should problems arise with regard to effects after the inoculation.WHO safeguards solidarity trialsMeanwhile, World Health Organization (WHO) has put insurance safeguards for any adverse events during the Solidarity Vaccine Trials (SVT) conducted in the country in search of candidate COVID-19 vaccines.Department of Science and Technology-Philippine Council for Health Research and Development (DOST-PCHRD) executive director Dr. Jaime Montoya said that while the SVT is voluntary, WHO has arranged for an insurance agreement with a provider, for any adverse events.“Just in case there are adverse events, it will be immediately managed by our doctors, whether or not it’s related to the vaccine. If this is related to the vaccines according to a study by our experts, they can claim indemnity from the insurance agreement made by the World Health Organization,” Montoya said in Filipino.He revealed that the SVT will involve 15,000 volunteers and 20 sites are being prepared as the WHO determines which vaccines will be included.Senate amendmentsAs of press time, the Senate was still writing amendments to Senate Bill 2057, the counterpart proposal to the House measure.Senate Minority Leader Franklin Drilon proposed an amendment that requires a tripartite agreement with government for the purchase and importation of COVID-19 vaccines.Earlier in the day, Sen. Panfilo Lacson said the national government should treat the private sector as partners rather than competitors through over-regulation.Senate President Vicente Sotto III stressed the need for government to focus on treatment and cure of COVID-19 while in the process of procuring the vaccines.Sen. Francis Tolentino raised concerns on the so-called “vaccine passport” provision which he said could be used as another requirement for job application or entry to college or similar situations.The bill’s principal sponsor Sen. Sonny Angara clarified that the vaccine card is purely an instrument to facilitate daily transactions. He said the provision suggesting incentives and benefits for those who have the card has already been removed. – Rainier Allan Ronda, Paolo Romero",Philstar
83,https://www.philstar.com/cebu-news/2021/02/23/2079771/cebu-city-still-undecided-vaccine-procurement,Caecent No-ot Magsumbol,2021-02-23,Cebu City still undecided on vaccine procurement,"CEBU, Philippines —  While the Department of the Interior and Local Government has welcomed President Duterte's memorandum order granting local government units (LGUs) authority to make advance payments exceeding 15% for the procurement of COVID-19 vaccines, Cebu City remains undecided as to what vaccines to procure.“We cannot discuss vaccine procurement if we still do not know what vaccine brand is preferred. If needed, we will have a special session on Friday with regard to the vaccine?” said Cebu City Vice Mayor Michael Rama, the city’s vaccine convenor.Rama, however, said he is in contact with Mayor Edgardo Labella and city administrator lawyer Floro Casas Jr. with respect to the vaccines.A few days ago, President Duterte signed M.O. 51 allowing LGUs to make advance payments that exceed the 15% limit set under procurement laws provided they are authorized to make the procurement by the National Task Force COVID-19. The order takes effect immediately and will remain until the lifting of the state of calamity due to COVID-19.The Implementing Rules and Regulations of the Government Procurement Reform Act says that an advance payment “shall be made only after prior approval of the President, and shall not exceed 15 percent of the contract amount, unless otherwise directed by the President.”DILG officer-in-charge and undersecretary Bernardo Florece Jr. said this will hasten the acquisition of COVID-19 vaccines for all adult Filipino citizens.“This development will ascertain that both the NTF and the LGUs will speed up the process of securing COVID-19 vaccines for their constituents. Malaking hakbang ito para sa lalo pang pagpapabilis ng proseso ng pagbili ng mga bakuna para sa ating mga kababayan,” Florece said.He said that MO. No. 15 and the possible enactment of House Bill No. 8648 that will allow the importation of COVID-19 vaccines tax-free. He added that Senate Bill No.2057 seeking to fast-track the purchase and roll-out of COVID-19 together with the P500-million indemnification fund removes the barriers to the early delivery of vaccines to our country.The League of Cities of the Philippines (LCP) has expressed its gratitude to President Duterte for the order.Along with this, Florece reminded all LGUs that the MO 15 provides that the procurement and payment of vaccines is subject to authorization from National Task Force Against COVID-19 (NTF) Chief Implementer Carlito Galvez Jr., “subject to the criteria and limits to be identified by the NTF and Department of Health, consistent with applicable laws, rules, and regulations.” — JMD (FREEMAN)",Philstar
84,https://www.philstar.com/headlines/2021/02/23/2079773/senior-duterte-not-vaccine-priority-list-palace,Alexis Romero,2021-02-23,Senior Duterte not on vaccine priority list – Palace,"MANILA, Philippines — President Duterte won’t be among the first to be vaccinated against COVID-19 because the China-made shots that are expected to arrive in the Philippines first are not recommended for senior citizens, Malacañang said yesterday.The Food and Drug Administration (FDA) has issued an emergency use authorization for Sinovac’s COVID jabs, but these won’t be administered to health care workers – the top priority in the vaccination program – because its efficacy rate stood at only 50.4 percent among members of this sector.Aside from this, the FDA added, the shots should be given to clinically healthy persons aged 18 to 59.“Because of the issuance of the FDA, which states that we cannot use it for seniors, the President won’t be among the first to get vaccines,” presidential spokesman Harry Roque said at a press briefing.Because of the FDA’s decision on Sinovac, members of the National Immunization Technical Advisory Group would have to meet and discuss the vaccine program priorities that may have to be modified, he added, noting that 100,000 of the 600,000 initial doses of the vaccines donated by China have been allocated for soldiers.“Our first priority were the health workers and then seniors but they cannot receive the vaccine so the economic frontliners and our soldiers may become the priorities. They are the people working in industries that remained open while we were under ECQ (enhanced community quarantine),” the Palace spokesman said in Filipino.“Our vaccination will continue, it won’t be disrupted.If we cannot give them to seniors and health care workers, we have many critical economic frontliners who can be vaccinated,” he added.Roque said the poor could also be inoculated if the supply agreement involving the procurement of one million Sinovac doses pushes through.“We did not choose this but look, we really have a God who says that the poor in the Philippines should be prioritized in the vaccines,” he added.He revealed that the 75-year-old Duterte has expressed preference for COVID-19 vaccines manufactured by Sinopharm, also a Chinese firm.Earlier this month, the FDA allowed the compassionate use of 10,000 doses of Sinopharm vaccines for members of the Presidential Security Group (PSG) and their families.PSG chief Brig. Gen. Jesus Durante III had admitted that some of Duterte’s security aides had been inoculated against COVID-19 as early as September last year. The vaccination took place even before the FDA approved any COVID-19 shot for local use.Durante, however, claimed that the vaccination was done “in good faith” and that the security aides could not wait for the jabs to be available because they have a mission to protect the President.",Philstar
85,https://www.philstar.com/headlines/2021/02/22/2079625/government-didnt-know-about-indemnity-requirement-vaccines-palace-official,Christian Deiparine,2021-02-22,Government didn't know about indemnity requirement for vaccines  — Palace official,"MANILA, Philippines — Government was caught by surprise on the need for an indemnity agreement for COVAX facility's COVID-19 vaccines, a factor that delayed their delivery and effectively, the country's vaccination program, a senior administration official admitted Monday. An idemnity agreement would free drugmakers from liability in the event of unexpected adverse effects from the jabs as well as put up funds for it, having only been allowed for emergency use.Related StoriesPhilippines signs indemnity agreement with COVID-19 vaccine manufacturersBills creating indemnity fund for COVID-19 jabs certified urgent'Clearly not off to a good start': Senator scores gov't for delayed vaccination programIt would later turn out to be the crucial and final requirement for the vaccines' delivery on top of government already missing out its own indicative date by middle of the month.'Suddenly, there was this requirement'On ONE News' ""Agenda,"" Cabinet Secretary Karlo Nograles detailed how officials ""were under the impression"" that the agreement was not needed as they were not informed of it.""The negotiating team was following up and asking if this is really it and nothing more then suddenly there was the indemnification,"" he said. "" My understanding was we did not know about that. Everything was supposedly in place.""Vaccine czar Carlito Galvez Jr. told senators in January that an indemnification law is needed to gain access to the doses from COVAX.A month later, Galvez would say that from their first negotiations with Pfizer, the developers did not ask for it.But from the moment Galvez appeared at a Senate inquiry to now, no law providing for it has been passed. Only recently did President Rodrigo Duterte also certify as urgent measures for the indemnification, and an agreement was only sent to drugmakers by February 17.In the same television interview, Nograles said there may have been limitations or ""challenges in communication"" as an indemnity deal was not mandatory for all countries.""I wish they had told us that this was a requirement,"" he said.""They should have said sooner that 'oh, we can't deliver it without that' or was it an afterthought na because other countries have their own indemnification laws, all countries must have it for this particular brand?""Under the global initiative for equitable access to the jabs, 5.5 million doses of AstraZeneca and 117,000 from Pfizer were supposed to arrive in the country by third week of February.The apparent delay in delivery has stirred doubts and sowed criticism on government touting readiness for inoculations yet no jabs to use at present, along with a goal of vaccinating 50 to 70 million this year.Senators have also aired concerns over this as other countries begin their vaccinations, with Sen. Nancy Binay remarking: ""At this point, what we are only sure of is we don't know when the vaccines would arrive.""",Philstar
86,https://www.philstar.com/headlines/2021/02/22/2079599/philippines-oks-sinovac-covid-19-vaccine-emergency-use,Gaea Katreena Cabico,2021-02-22,Philippines OKs Sinovac COVID-19 vaccine for emergency use,"MANILA, Philippines (Updated 1:12 p.m.) — The country's Food and Drug Administration has granted an Emergency Use Authorization for the coronavirus vaccine developed by Chinese pharmaceutical firm Sinovac Biotech, its chief said Monday. It is the third COVID-19 jab to get the approval needed for rollout in the government's inoculation program after the vaccines developed by AstraZeneca and Pfizer-BioNTech. “After a thorough and rigorous review of the currently available published and unpublished data by our regulatory and medical experts, the FDA is granting an Emergency Use Authorization to the COVID-19 vaccine of Sinovac,” FDA Director General Eric Domingo said in a briefing Monday.The announcement was made just a day before government officials said doses of Sinovac’s vaccine known as CoronaVac were supposed to arrive in the Philippines. Beijing committed to donate 600,000 doses of the Chinese-made coronavirus jab, of which 100,000 will be allocated to military personnel. Health Secretary Francisco Duque III said Monday that the Chinese Embassy in Manila need three to five days to prepare the vaccine shipment once EUA is issued. The EUA will be valid only within the duration of the declared public health emergency or upon the issuance of certificate of product registration, which is the typical license issued to products. Not best vaccine for health workersThe authorization clears CoronaVac for use on “clinically healthy” individuals aged 18 and 59 years after it was found to have an efficacy rate of 65.3% in clinical trials held in Indonesia and 91.25% in the study conducted in Turkey. But late-stage trials in Brazil had shown an efficacy rate of 50.4%—just above the threshold the World Health Organization uses to decide if a vaccine is worth using. Brazil conducted trials with healthcare workers exposed to COVID-19 patients only.""The use of Sinovac vaccine on healthcare workers is not recommended,"" Domingo said, explaining that CoronaVac is not the most ideal vaccine to administer to medical frontliners because of their constant exposure to the virus.Medical frontliners are at the top of the government's priority list for COVID-19 vaccination. Aside from them, senior citizens, indigent population and uniformed personnel are also among the priority groups. “The safety profile is good, adverse events were mild to moderate. The possibility of allergy and severe allergy or anaphylaxis is minimal,” the FDA chief said in a mix of English and Filipino. Unlike competitor vaccines from Pfizer-BioNTech, Moderna and AstraZeneca, Sinovac has yet to submit Phase 3 clinical trial data to medical journals for peer review. The AstraZeneca shot was found to be 70% effective on average. Meanwhile, COVID-19 jabs from Pfizer-BioNTech and Moderna reported 95% and 94.1% efficacy rates, respectively. Sinovac shots can be stored at around 2°C, which is the standard temperature that is within the existing cold chain system in the country.The Philippine government earlier signed a term sheet with the Chinese drugmaker for 25 million doses of its vaccine. It is aiming to secure a total of 146 to 148 million vaccine doses to inoculate at least 50 million people this year alone, but it has yet to execute definitive supply agreements with pharmaceutical companies. — with a report from Agence France-Presse",Philstar
